drug_normalized,diseaseId,diseaseName,mechanism_score,safety_penalty,trial_penalty,risk_multiplier,phenotype_boost,phenotype_multiplier,final_score,n_trials,trial_statuses,trial_source,example_condition,example_whyStopped,is_known_indication,original_indications,signature_genes,n_signature_targets,ci_lower,ci_upper,ci_width,confidence_tier,n_evidence_paths
cilostazol,HP_0006536,Airway obstruction,1.119374753690431,0.5305,0.0,0.8529,0.0,1.0,0.9547,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.119374753690431,1.119374753690431,0.0,HIGH,1
cilostazol,HP_0012531,Pain,1.1146136880566135,0.5305,0.0,0.8529,0.0,1.0,0.9506,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.114613688056613,1.114613688056613,0.0,HIGH,1
cilostazol,MONDO_0001134,essential hypertension,1.09990490954711,0.5305,0.0,0.8529,0.0,1.0,0.9381,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.09990490954711,1.09990490954711,0.0,HIGH,1
cilostazol,MONDO_0029137,"hearing loss, autosomal dominant 74",0.9440697062271116,0.5305,0.0,0.8529,0.1609,1.1609,0.9348,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,0.9440697062271111,0.9440697062271111,0.0,HIGH,1
cilostazol,HP_0100806,Sepsis,1.0850994798692406,0.5305,0.0,0.8529,0.0,1.0,0.9255,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.08509947986924,1.08509947986924,0.0,HIGH,1
cilostazol,Orphanet_228169,Autosomal dominant striatal neurodegeneration,0.8747684226426157,0.5305,0.0,0.8529,0.2398,1.2398,0.925,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,0.8747684226426151,0.8747684226426151,0.0,HIGH,1
cilostazol,EFO_0000373,congestive heart failure,1.069110912267493,0.5305,0.0,0.8529,0.0,1.0,0.9118,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.069110912267493,1.069110912267493,0.0,HIGH,1
cilostazol,MONDO_0005180,Parkinson disease,0.8584849000525133,0.5305,0.0,0.8529,0.2398,1.2398,0.9078,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,0.8584849000525131,0.8584849000525131,0.0,HIGH,1
cilostazol,MONDO_0004975,Alzheimer disease,0.851740443206587,0.5305,0.0,0.8529,0.2398,1.2398,0.9006,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,0.851740443206587,0.851740443206587,0.0,HIGH,1
cilostazol,EFO_0003778,psoriatic arthritis,1.050875687351308,0.5305,0.0,0.8529,0.0,1.0,0.8963,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.050875687351308,1.050875687351308,0.0,HIGH,1
cilostazol,MONDO_0012398,retinal cone dystrophy 3A,0.8420650580859055,0.5305,0.0,0.8529,0.2398,1.2398,0.8904,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,0.842065058085905,0.842065058085905,0.0,HIGH,1
cilostazol,MONDO_0019797,acrodysostosis,1.03386441620032,0.5305,0.0,0.8529,0.0,1.0,0.8818,1,TERMINATED,STOPPED,Peripheral Arterial Disease | Claudication (Finding),Original PI left institution,False,"Arthritis, Rheumatoid; Atherosclerosis; CADASIL; Cardiovascular Diseases; Cerebral Infarction",,,1.03386441620032,1.03386441620032,0.0,HIGH,1
colchicine,MONDO_0012703,lissencephaly due to TUBA1A mutation,13.136414449407498,0.7399,0.0,0.8009,0.2398,1.2398,13.0444,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.313641,1.313641,0.0,HIGH,10
colchicine,Orphanet_300573,Polymicrogyria due to TUBB2B mutation,13.12919255867715,0.7399,0.0,0.8009,0.2398,1.2398,13.0372,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.312919,1.312919,0.0,HIGH,10
colchicine,MONDO_0012399,complex cortical dysplasia with other brain malformations 7,12.977335361212427,0.7399,0.0,0.8009,0.2398,1.2398,12.8864,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.297734,1.297734,0.0,HIGH,10
colchicine,MONDO_0004976,amyotrophic lateral sclerosis,12.838683450861703,0.7399,0.0,0.8009,0.2398,1.2398,12.7488,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",True,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.24448,1.33652,0.09204,HIGH,10
colchicine,MONDO_0010912,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",12.786414434034509,0.7399,0.0,0.8009,0.2398,1.2398,12.6969,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.278641,1.278641,0.0,HIGH,10
colchicine,Orphanet_183506,Genetic central nervous system malformation,12.763070556018697,0.7399,0.0,0.8009,0.2398,1.2398,12.6737,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.276307,1.276307,0.0,HIGH,10
colchicine,EFO_1001985,congenital fibrosis of the extraocular muscles,12.462325847941036,0.7399,0.0,0.8009,0.2398,1.2398,12.375,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.246233,1.246233,0.0,HIGH,10
colchicine,MONDO_0012905,hypomyelinating leukodystrophy 6,12.303472963501092,0.7399,0.0,0.8009,0.2398,1.2398,12.2173,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.230347,1.230347,0.0,HIGH,10
colchicine,EFO_0003060,non-small cell lung carcinoma,12.793850598546944,0.7399,0.0,0.8009,0.1792,1.1792,12.0831,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.26925,1.290634,0.021384,HIGH,10
colchicine,Orphanet_300570,Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,12.13336275379104,0.7399,0.0,0.8009,0.2398,1.2398,12.0484,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.213336,1.213336,0.0,HIGH,10
colchicine,Orphanet_139441,Hypomyelination with atrophy of basal ganglia and cerebellum,12.090169792908508,0.7399,0.0,0.8009,0.2398,1.2398,12.0055,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.209017,1.209017,0.0,HIGH,10
colchicine,MONDO_0014337,complex cortical dysplasia with other brain malformations 5,12.00098212718321,0.7399,0.0,0.8009,0.2398,1.2398,11.9169,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.200098,1.200098,0.0,HIGH,10
colchicine,MONDO_0020738,multiple benign circumferential skin creases on limbs 1,12.000664971634906,0.7399,0.0,0.8009,0.2398,1.2398,11.9166,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.200066,1.200066,0.0,HIGH,10
colchicine,MONDO_0013541,complex cortical dysplasia with other brain malformations 1,11.875585571904995,0.7399,0.0,0.8009,0.2398,1.2398,11.7924,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.187559,1.187559,0.0,HIGH,10
colchicine,Orphanet_98805,"Primary dystonia, DYT4 type",11.80562558543578,0.7399,0.0,0.8009,0.2398,1.2398,11.7229,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.180563,1.180563,0.0,HIGH,10
colchicine,Orphanet_404469,Female infertility due to fertilization defect,12.136046598229504,0.7399,0.0,0.8009,0.1792,1.1792,11.4619,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.213605,1.213605,0.0,HIGH,10
colchicine,MONDO_0007493,torsion dystonia 4,11.464047185131626,0.7399,0.0,0.8009,0.2398,1.2398,11.3838,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.146405,1.146405,0.0,HIGH,10
colchicine,EFO_0000305,breast carcinoma,12.185931951650362,0.7399,0.0,0.8009,0.1609,1.1609,11.331,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.214505,1.223742,0.009237,HIGH,10
colchicine,EFO_0001378,multiple myeloma,11.782262662766955,0.7399,0.0,0.8009,0.1792,1.1792,11.1277,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",True,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.168918,1.188783,0.019866,HIGH,10
colchicine,EFO_0003869,breast neoplasm,12.18812415110853,0.7399,0.0,0.8009,0.1386,1.1386,11.1152,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.215778,1.223364,0.007585,HIGH,10
colchicine,MONDO_0014341,complex cortical dysplasia with other brain malformations 6,10.765187665341704,0.7399,0.0,0.8009,0.2398,1.2398,10.6898,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.076519,1.076519,0.0,HIGH,10
colchicine,EFO_0000183,Hodgkins lymphoma,11.38533988619736,0.7399,0.0,0.8009,0.1609,1.1609,10.5866,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.128135,1.151946,0.023812,HIGH,10
colchicine,MONDO_0008170,ovarian cancer,11.16871534450116,0.7399,0.0,0.8009,0.1792,1.1792,10.5483,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.111619,1.124037,0.012417,HIGH,10
colchicine,EFO_0000616,neoplasm,13.131907804859832,0.7399,0.0,0.8009,0.0,1.0,10.5179,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",True,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.301573,1.326562,0.024989,HIGH,10
colchicine,HP_0001339,Lissencephaly,10.471078353307096,0.7399,0.0,0.8009,0.2398,1.2398,10.3977,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.047108,1.047108,0.0,HIGH,10
colchicine,MONDO_0007254,breast cancer,12.916087666167307,0.7399,0.0,0.8009,0.0,1.0,10.345,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.281377,1.302965,0.021588,HIGH,10
colchicine,MONDO_0008315,prostate cancer,12.79403355725126,0.7399,0.0,0.8009,0.0,1.0,10.2472,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",True,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.27003,1.290659,0.020629,HIGH,10
colchicine,MONDO_0060650,Leber congenital amaurosis with early-onset deafness,10.257955750077706,0.7399,0.0,0.8009,0.2398,1.2398,10.1861,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.025796,1.025796,0.0,HIGH,10
colchicine,EFO_0000574,lymphoma,11.800025529955716,0.7399,0.0,0.8009,0.0693,1.0693,10.1062,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.157157,1.209795,0.052638,HIGH,10
colchicine,EFO_0002618,pancreatic carcinoma,10.575884212228294,0.7399,0.0,0.8009,0.1792,1.1792,9.9884,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.053184,1.063805,0.010621,HIGH,10
colchicine,MONDO_0015372,autosomal dominant macrothrombocytopenia,12.442397045113934,0.7399,0.0,0.8009,0.0,1.0,9.9656,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.24424,1.24424,0.0,HIGH,10
colchicine,MONDO_0100153,tubulinopathy,12.419112806551189,0.7399,0.0,0.8009,0.0,1.0,9.947,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.241911,1.241911,0.0,HIGH,10
colchicine,EFO_0000673,prostate adenocarcinoma,10.894123861980978,0.7399,0.0,0.8009,0.1386,1.1386,9.9351,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.086007,1.092818,0.006811,HIGH,10
colchicine,MONDO_0004992,cancer,12.262479395961256,0.7399,0.0,0.8009,0.0,1.0,9.8215,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.210926,1.246538,0.035611,HIGH,10
colchicine,MONDO_0002974,cervical cancer,10.711343274447977,0.7399,0.0,0.8009,0.1386,1.1386,9.7685,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.067878,1.076791,0.008913,HIGH,10
colchicine,HP_0001249,Intellectual disability,9.721168921473195,0.7399,0.0,0.8009,0.2398,1.2398,9.6531,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,0.972117,0.972117,0.0,HIGH,10
colchicine,EFO_0004274,gout,11.581626799710406,0.7399,0.0,0.8009,0.0,1.0,9.2762,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",True,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.152455,1.166317,0.013862,HIGH,10
colchicine,EFO_0000403,diffuse large B-cell lymphoma,11.3066355276063,0.7399,0.0,0.8009,0.0,1.0,9.0559,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.120472,1.142747,0.022275,HIGH,10
colchicine,MONDO_0018088,familial Mediterranean fever,11.290054240048232,0.7399,0.0,0.8009,0.0,1.0,9.0426,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",True,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.129005,1.129005,0.0,HIGH,10
colchicine,EFO_1000359,Malignant Pancreatic Neoplasm,9.54904841681508,0.7399,0.0,0.8009,0.1386,1.1386,8.7085,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,0.954905,0.954905,0.0,HIGH,10
colchicine,EFO_0005952,non-Hodgkins lymphoma,10.83394780915244,0.7399,0.0,0.8009,0.0,1.0,8.6773,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.078943,1.090683,0.01174,HIGH,10
colchicine,MONDO_0007990,multiple benign circumferential skin creases on limbs,10.822626185927184,0.7399,0.0,0.8009,0.0,1.0,8.6683,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.082263,1.082263,0.0,HIGH,10
colchicine,EFO_0006859,head and neck malignant neoplasia,10.778062178781648,0.7399,0.0,0.8009,0.0,1.0,8.6326,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.076424,1.07988,0.003457,HIGH,10
colchicine,MONDO_0008903,lung cancer,9.08922134112784,0.7399,0.0,0.8009,0.1792,1.1792,8.5843,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,0.905653,0.913942,0.008289,HIGH,10
colchicine,EFO_0000621,neuroblastoma,8.64353503417389,0.7399,0.0,0.8009,0.2398,1.2398,8.583,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,0.860754,0.869434,0.00868,HIGH,10
colchicine,EFO_0000756,melanoma,8.784486662205612,0.7399,0.0,0.8009,0.2197,1.2197,8.5818,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,0.872439,0.885626,0.013187,HIGH,10
colchicine,MONDO_0018763,tubulinopathy-associated dysgyria,10.697868931290662,0.7399,0.0,0.8009,0.0,1.0,8.5683,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.069787,1.069787,0.0,HIGH,10
colchicine,MONDO_0012450,spinocerebellar ataxia type 28,8.584225978384074,0.7399,0.0,0.8009,0.2398,1.2398,8.5241,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,0.858423,0.858423,0.0,HIGH,10
colchicine,EFO_0005772,neurodegenerative disease,10.617656249963789,0.7399,0.0,0.8009,0.0,1.0,8.5041,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.047752,1.078928,0.031176,HIGH,10
colchicine,EFO_0003897,stomach neoplasm,10.613879807363434,0.7399,0.0,0.8009,0.0,1.0,8.5011,1,WITHDRAWN,STOPPED,Coronary Artery Disease | Atherosclerosis | Heart Attack,"study withdrawn, no participants enrolled, changes in the study design planned",False,"Acute Coronary Syndrome; Amyotrophic Lateral Sclerosis; Arrhythmias, Cardiac; Asthma; Atherosclerosis",,,1.060261,1.063641,0.00338,HIGH,10
dabigatran,MONDO_0013361,congenital prothrombin deficiency,13.214198615974531,0.7996,0.05,0.7789,0.2398,1.2398,12.7606,1,TERMINATED,STOPPED,Coronary Heart Disease | Atrial Fibrillation | Acute Coronary Syndrome | Atherosclerosis,Slow recruitment; Study was terminated for futility reasons,False,Atrial Fibrillation; CADASIL; Hematoma; Hemorrhage; Ischemic Stroke,,,1.307097,1.342905,0.035808,HIGH,10
dabigatran,Orphanet_325,Congenital factor II deficiency,12.87408211242687,0.7996,0.05,0.7789,0.2398,1.2398,12.4322,1,TERMINATED,STOPPED,Coronary Heart Disease | Atrial Fibrillation | Acute Coronary Syndrome | Atherosclerosis,Slow recruitment; Study was terminated for futility reasons,False,Atrial Fibrillation; CADASIL; Hematoma; Hemorrhage; Ischemic Stroke,,,1.273454,1.30834,0.034886,HIGH,10
dabigatran,MONDO_0008559,thrombophilia due to thrombin defect,11.798238408285806,0.7996,0.05,0.7789,0.2079,1.2079,11.1006,1,TERMINATED,STOPPED,Coronary Heart Disease | Atrial Fibrillation | Acute Coronary Syndrome | Atherosclerosis,Slow recruitment; Study was terminated for futility reasons,False,Atrial Fibrillation; CADASIL; Hematoma; Hemorrhage; Ischemic Stroke,,,1.179824,1.179824,0.0,HIGH,10
