gse_id	title	platform	organism	sample_total	case_n	control_n	confidence	quality_score	case_regex	control_regex	include	exclude_reason
GSE226284	Comparison between sinus rhythm and atrial fibrillation samples from eight diffe	24676	Homo sapiens	25	0	0	low	20.0			0	
GSE226283	Gene expression profile in the atrial fibrillation patient hearts across seven h	24676	Homo sapiens	21	0	0	low	0.0			0	excluded: lncrna
GSE190353	Hematopoietic somatic mosaicism is associated with an increased risk of postoper	20301	Homo sapiens	33	0	0	low	20.0			0	
GSE222739	Long noncoding RNA and messenger RNA profiling in epicardial adipose tissue of p	24676	Homo sapiens	10	5	5	high	65.0	patient	control	1	
GSE224995	Single-cell genomics improves the discovery of risk variants and genes of Atrial	24676	Homo sapiens	12	0	0	low	0.0			0	excluded: single-cell
GSE224997	Single-cell genomics improves the discovery of risk variants and genes of Atrial	24676	Homo sapiens	24	0	0	low	0.0			0	excluded: single-cell
GSE210705	Differential Expression Profiles and Bioinformatics Analysis of tRNA-derived Sma	18573	Homo sapiens	12	0	0	low	20.0			0	
GSE178473	Genetic engineering of the first functional human cardiomyocyte lines for buildi	18573	Homo sapiens	7	0	0	low	20.0			0	
GSE154084	Modeling Atrial Fibrillation (AF) in a Dish using Atrial iPSC-Derived Cardiomyoc	24676	Homo sapiens	6	0	0	low	20.0			0	
GSE161450	Regional transcriptomics of a human left atrium and implications for atrial fibr	20301	Homo sapiens	25	0	0	low	20.0			0	
GSE148507	Single-cell profile of atrial human fibroblasts in cardiac arrhythmia atrial fib	18573;24676	Homo sapiens	386	0	0	low	0.0			0	excluded: single-cell
GSE148506	Single-cell profile of atrial human fibroblasts in cardiac arrhythmia atrial fib	18573	Homo sapiens	384	0	0	low	0.0			0	excluded: single-cell
GSE127856	Identification of Atrial Fibrillation associated genes and functional non-coding	20301	Homo sapiens	12	0	0	low	17.0			0	
GSE135445	RNA-sequencing of epicardial adipose tissue of patients with atrial fibrillation	20301	Homo sapiens	12	0	0	low	17.0			0	
GSE128188	Differentially Expressed Genes for Atrial Fibrillation Identified using RNA Sequ	18573	Homo sapiens	20	0	0	low	17.0			0	
